0,4231
0,3054
0,2335
0,4649
1,962
1,2367
1,2803
1,3634
2,4785
2,4816
2,1438
2,421
2,3592
3,49
3,2491
4,1701
4,3344
4,4987
5,4842
5,1487
5,388
5,2127
5,4957
5,465
6,3765
7,4880
7,188
7,2797
7,1638
8,3813
8,4345
8,950
8,1628
8,1529
8,3184
8,137
9,1710
9,1767
10,4223
10,295
10,2194
10,3544
10,3620
10,3648
10,4685
11,2749
11,1045
11,3097
11,4559
11,2633
11,1708
11,4808
12,3342
13,1512
13,3526
14,1778
14,3163
14,583
14,2812
14,1999
14,4834
14,2868
14,4208
14,2846
14,43
15,55
15,4424
15,3452
15,1180
15,2994
15,1715
15,4421
15,1343
15,1789
15,3379
16,3590
16,2388
16,2928
16,4475
16,2840
16,3287
17,1176
17,2797
17,1356
17,1549
17,4728
18,2874
18,2108
18,1722
18,3363
18,47
18,3665
18,2105
18,2335
18,722
19,2267
19,3103
19,1493
20,2486
20,362
20,2091
20,3766
20,4628
20,3269
21,4146
21,3735
22,475
22,2784
22,4976
22,1402
22,4297
22,4212
22,1381
22,4805
22,4864
22,1438
23,3522
23,4628
23,1447
23,4922
24,4950
24,3493
24,322
24,1313
24,5000
24,3608
24,4911
24,3999
25,3653
26,1784
26,1497
26,1024
26,1259
26,797
26,867
26,3446
27,1192
27,1660
27,4305
28,3928
28,2429
28,1017
28,977
28,2588
29,4823
29,4021
29,1296
29,1310
29,1272
29,4407
29,2473
29,555
30,4073
30,3016
30,3273
30,2084
30,4683
30,4179
30,2586
30,2079
30,1232
31,247
31,1534
31,3247
31,1818
31,1459
31,2847
32,4414
32,1813
32,3412
32,447
32,3203
32,1590
32,4010
32,294
32,4619
32,786
33,3340
33,1169
33,65
33,4600
33,351
33,1567
33,845
33,4950
34,3021
34,2135
34,938
34,4800
34,4540
34,576
34,545
34,745
34,4677
34,538
35,2157
35,2207
35,4259
35,4211
35,4281
35,379
35,2975
35,2505
35,4541
35,3003
36,1274
36,2807
36,2513
37,1868
37,1654
37,657
37,2956
37,4305
37,4117
37,3726
37,3690
38,3230
38,4568
38,3314
38,3026
39,1941
39,3316
39,4758
39,1102
39,4230
39,4170
39,1345
39,3181
39,1396
40,1202
40,3083
40,1551
40,4052
41,346
41,3787
41,1914
41,4373
42,3581
42,2864
42,2456
42,4509
42,3874
42,4480
42,757
43,1938
43,1182
43,1986
43,3476
43,100
43,648
43,1711
43,4118
43,2451
43,1160
44,1427
44,2465
44,450
44,3961
44,3112
44,1060
44,1351
44,1281
44,220
44,2087
45,3860
45,338
46,24
46,4172
46,4246
46,3635
46,297
46,565
46,1538
46,2264
47,4731
48,4619
49,3830
50,1699
50,3116
50,2055
50,3233
50,3077
50,665
50,2211
50,1739
50,1120
50,681
51,4590
51,2907
51,926
51,1972
51,1228
51,3247
51,2307
51,3192
51,1706
52,350
52,4786
52,2683
53,2260
53,2874
53,1055
53,2687
53,4565
53,867
53,58
53,4576
53,1978
54,2000
54,3022
54,4293
55,784
55,4356
55,2172
55,461
55,1708
55,1711
55,3208
55,3636
55,2886
56,4501
56,752
56,4876
56,4723
56,1493
56,726
56,984
56,773
56,3117
57,3230
57,2494
58,3155
58,2194
58,3158
58,2673
58,796
58,2747
58,2976
58,2750
58,1356
59,1639
59,669
59,4256
59,4982
59,1545
59,2841
59,3890
60,2564
60,115
60,4919
60,3772
60,186
60,3993
60,384
61,4842
61,4252
61,1965
61,608
61,944
62,1528
62,4390
62,1221
62,4246
62,3790
62,3578
63,621
63,33
63,4661
63,3532
63,4472
64,3240
64,1344
64,4389
64,3391
65,3175
65,426
66,4826
66,4885
66,3540
66,4226
67,505
67,3359
67,1660
67,4210
67,4591
67,2473
67,2257
67,3882
67,1196
68,4345
68,4661
69,4618
69,1081
